text,label,speaker
"money seems to be too big of an issue. With, with, with, with what's going on today",sv,A
"So if you're renting a house or doing anything else, you're not actually contributing to the education of your children.",sd,B
"I mean, I, I, I would expect their own problems would keep them away from us for a while,",sv,A
Yeah.,aa,B
"You know, I've got some, uh, bushes around the you know, foundation planning, things like that,",sd,B
"Do you all have pollution in your part of the country, uh, from industry?",qy,B
uh-huh.,b,B
"but I used to always change my own oil and do the points and plugs and,",sd,A
"Well I had, I had a German Shepherd before this one",sd,B
No.,aa,A
"Even before it probably wasn't, though, because you didn't get anywhere near as much as what it, you didn't get to claim anywhere near what you ended up paying.",sv,A
so they care of that,sd,B
"and you, that was not something you'd go and play, played with at all",sd,B
"and, uh, there was one year when my father was, uh, my father's company was starting to do stuff down in Los Angeles,",sd,A
"and then the summer gets up to eighties, nineties",sd,A
"they just didn't seem, they seemed to think they were better than everybody else",sv,A
Um.,b,B
Uh-huh.,b,A
Oh.,bk,A
"All right,",fc,A
"In fact, they never thought it would be a hit.",sd,A
"Oh, well, you are seeing quite a different climate and quite a different neighborhood.",qy^d,B
"I know when we had, had our,",sd,B
Yeah,b,A
Uh-huh.,b,B
No.,nn,A
Yeah.,b,A
"you were getting slandered, I think,",sd,A
Uh-huh.,b,B
from Love Canal,sv,A
"I, I mean, I just really couldn't look at anything else.",sd,B
Yeah.,aa,A
and so I know what warm is.,sd,A
I don't watch much T V.,sd,A
"Well I had a weird,",sd,B
Uh-huh.,b,A
"In fact, people I've talked to said that they hadn't slept real good for a while afterwards.",sd,A
"and, and, and, uh, and that's about right.",sv,B
"but I think that the, the government should do something about stopping it completely.",sv,A
"Well, it, it sure seems to save lives",sd,B
"and, uh, we're also going to have a little roast suckling pig, because I, I've got one that's got a, a hernia",sd,A
"Uh, they do seem to be at the outside edge of both extremes don't they?",qy,A
that'd be sort of neat.,sv,B
"I think it's usually this time of year when we get some, just torrential down pours.",sv,B
It's real nice.,sd,B
Just get grass to grow.,bf,B
"Donna, um, you said you have three children.",bf,A
"I, I mean I have to confess to that.",sd,B
he'll end up killing himself.,sv,A
"I,",%,B
"and the people walked away from the, wreck, with no scratches nothing. You know, a few bruises.",sd,A
"but, you know,",%,A
"Well probably more on, in terms of the U. S. Um,",sv,A
"I mean, what can we do,",qw,A
"And, uh, and we're continually putting into those, you know, each month how much we're going to need",sd,B
Yeah.,ny,A
"Really,",b,A
Uh-huh.,b,B
Uh-huh.,b^m,B
No.,b,A
"and, um, it's, it's, you know,",%,A
"You know, I had lived in a rural area for, for so long",sd,A
"and what, what is happening is that they're on a policy where they have X amount of users in it, okay.",sd,A
It's boring.,sv,A
"Uh, you know, you enter a sweepstake in the local department store for a shopping spree or something,",sd,B
Uh-huh.,b,A
"Oh, yeah.",b,A
I just live down here now.,sd,B
"Uh, you know, I mean, certainly there, there are cases of, of, you know, children who find their parents' gun or something and, and shoot a brother or sister or, you know, things like that that need to be definitely avoided",sv,B
"I, I've never heard a good story about, uh,",sd,B
"And, uh, we're both so, uh, frugal that, uh, we really don't need a budget, you know.",sd,A
"And, uh, oh, I don't know,",h,A
"I mean, they get, they got everything tuned up right, you know.",sd,B
"We all know each other,",sd,A
"Yeah,",ny,A
"Well, that's good.",ba,B
What state are you in?,qw,A
"ALL MY CHILDREN,",sd,B
Uh-huh.,b,A
Uh-huh.,b,A
"I know, when I was working with, he had alcohol on his breath,",sd,A
"I really would have no idea. I, um, I don't, don't really know.",no,A
"I don't know if this is part of the topic,",sd,A
Uh-huh.,b,B
"Oh, yeah.",b,B
"it's like a call in survey that says, you know, do you think so",sd,B
Yeah.,b,A
"Well, that's true.",aa,B
"Uh, basically, they're just, uh, having various recycling, uh, bins, uh, located for, uh, trash pickup.",sd,B
"Well, I figured with Texas Instruments they'd probably have a few, uh, Texans on the line now and then.",sd,B
Uh-huh.,b,B
We've got quite a few of DOCTOR SEUSS' books.,sd,B
It was nice talking to you too.,fc,A
"So, um, there used to be a, uh, race track.",sd,A
"You know, they're, they're becoming enthusiasts then of camping.",sd,B
Yeah.,aa,A
"So, like I usually choose to go at nine thirty in the morning or a nine fifteen class or a ten thirty class in the mornings.",sd,B
But it sure is a pretty thing,sv,A
"and you just put it on the top of the chicken,",sd,A
"I, I,",%,B
"I, my, I guess what I'd have to say about that, is, there can only be one champion",sd,A
yeah.,b,B
"But, uh I just, I just never could do it.",sd,A
"That's pretty upbeat,",sd,B
Sure.,b,B
Uh-huh.,b,A
"for Southwest,",sd,B
"Well, I would agree with that.",aa,B
"just to, um, think that way, we have to be in that thought pattern and able to, um, motivate ourselves to, um, uh, do what is right for the atmosphere.",sv,A
"I tend to agree on that, very strongly.",aa,B
"Uh, our children are both, uh, basically adults.",sd,A
"Of course, now fifty percent divorces in the United States, uh,",sv,B
"Oh, really?",bh,A
"and they'd give me,",sd,B
"I, we, we got married a few months ago",sd,B
That's as cheap as steaks some places I mean in a grocery store.,sd,B
"I mean I was based there a lot, uh, several times in the service",sd,A
Uh-huh.,ny,B
"I never know when the D I A may be, uh, listening on my phone",sd,A
"I mean, and and in the,",%,A
"Have you seen the show, it's, it's new this year, called HOME FRONT?",qy,B
and I'm really glad she did,sd,B
"it's like they, take off, you know,",sd,B
"He takes care of all the cucumbers,",sd,B
"Yeah,",b,A
We still pay it off every month if it kills us,sd,B
"but Hebert Laws a flute player,",sd,B
"So, I think, um, people think it's going to take them a lot longer to learn it properly than it really would,",sd,B
"you know, I thought I would go to Florida a couple Summers,  ago",sd,A
"I'm not,",%,B
So my husband's just discouraged me on those things.,sd,A
"what is it,",t1,A
"Not quite,",ng,B
it's paying that and half again.,sv,A
in comparing per capita murders are incredibly lower than the United States.,sv,A
"Yes, well,",b,A
Um.,%,A
"he was just so bad off, you know from not being able to stay up here that his life just went down the drain.",sd,B
"you can get pretty, pretty decent gas mileage.",sv,B
Y'all weren't getting any of the strings of the tornadoes and stuff were you?,qy,B
"I,",%,B
"We ought to,",%,A
"Okay,",bk,B
"and it's a picture,",sd,A
"And yet, you know, I think about, you know,",sd,A
Yeah.,b^m,A
"Oh, my gosh.",ba,B
"Oh, I felt that way.",aa,A
"Children usually they like the ham and the hamburgers, and that,",sv,A
"Uh, not all of them",ng,B
"and you have a kind of a captive audience,",sv,B
"Uh-huh,",b,B
Uh-huh.,b,B
Yeah.,b,B
so.,%,B
"because,",%,B
Uh-huh.,b,A
"But, uh, uh, like I said, we're getting, getting the kids ready to go to the birthday party,",sd,B
"and our daughter is a big Cowboy fan,",sd,B
"Oh, I don't know, uh,",h,A
and occasionally we will get behind like you say,sd,B
"No,",aa,A
That's usually a matter of who to believe and what facts to believe.,sv,A
and that I got billed like the next day,sd,B
but yet that does not seem to have effected the amount of violent right in the state.,sv,A
I hadn't thought about that in a long time.,sd,A
"Uh, I have a, an eleven year old daughter now who's saying, gee, Dad, I want to be an allergist,",sd,A
Yeah.,ny,A
"but, uh, If I step back I'm not sure I'd, I'd, uh, say that.",sd,B
when I got into the service I got into it,sd,A
"or this, uh generation's just kind of changed a little bit, uh,",sv,A
He's the man out of San Antonio.,sd,B
"I, I see that too in the Air Force.",sd,B
"but, but we love her anyway.",sd,A
Oh .,b,B
"Yes,",aa,A
"You know, I mean, you're not going to take your child south of town if you work north. even if that's the best one in the whole wide world",sv,B
Right.,b,A
"Yeah,",b,B
"And, uh, so when I met my husband, he was watching football",sd,A
"well, I guess the Giants or, might move away from San Francisco, it sounds like.",sd,A
Uh well.,%,B
Starts hitting closer to home.,sv,B
Uh-huh.,b,B
Real fast.,aa,A
I think that would be a wonderful way to do it.,sv,B
Well .,%,A
Yeah.,b,B
I see.,bk,B
"Yeah,",b,A
yeah,b,A
"and, and you can actually, you know,",%,B
"I don't, I don't recall anymore.",sd,A
You have to let them have some wild time  if that's considered wild,^2,A
how do you isolate them?,qw,B
"and, you know, it's like you're, I mean, employments are contractual by nature anyway",sd,B
"And perhaps it's because our campaigns have become so terribly expensive to run, uh, that only the most wealthy can do so.",sv,B
so it's really building up.,sv,B
Yes,ny,B
All right.,fc,A
Uh-huh,b,B
"but you know, I like to know pretty well what's happening.",sd,A
They're usually pretty broad anyway.,sv,A
So you were able to have somebody come there.,qy^d,B
"I'd do it, I'd use it for both.",sd,A
"I agree with the upper and lower level, you know",aa,B
Uh-huh.,b,A
"but, you know, I would, I'm, I'm in favor of, of that type of thing.  That, uh, you, you have people out there that are responsible for certain things",sd,B
"Yeah,",aa,A
"The bigger they are, if you get a big cabin cruiser or or a big ski boat, power boat, then there's always, uh, stuff to go wrong with it.",sv,B
Uh-huh.,b,A
Right.,b,B
yeah.,%,A
"But I just think dogs need, need to be outside, though.",sv,A
"So it's different than the, than the long Texas ramblers.",sd,B
The cards.,^2,B
I'm in Richardson.,sd,A
and they're going to lower it for next year.,sd,A
"and if you didn't have any choice on, you know, in who you go to,",sv,A
"I think a lot of it is just, uh, the fact that in the U S you're so far removed, uh, in a lot of cases from, say, conflicts",sv,A
Uh-huh.,b,B
and you're lucky if you get change.,sd,B
"and, uh, I think one of the, uh, my,",sd,A
"I need, to go over there and stay about twenty years so I can just travel.  Go around all the places.",sd,A
You,%,A
"And I was reading this book one time about this guy that had, uh,",sd,B
"just, uh, yeah,",aa,B
Right.,b,B
"I mean, I remember, uh, well, it was a big thing when they let girls wear Levi's.",sd,A
They're liable to tear up my membership.,sv,A
"They offer what they call the mandatory version,  which is basically major medical",sd,B
uh-huh.,b,B
"going from, from homemakers into, uh, corporate leaders is still a big step.",sv,A
"I can't believe, I mean,",sd,B
what's in it for her.,qh,A
"I mean, though for what you could get for one,  you might as well drive it over a cliff.",sv,B
"Yeah,",aa,B
"I've got,",%,A
I don't work for T I,ng,B
"Um,",%,B
and they were from Brooklyn,sd,A
uh-huh.,ny,A
"But, um, and usually they're the tea type things, you know, where they have a little luncheon",sd,B
We just had a bunch of people over,sd,B
And we got three full sets in there and still had room for luggage.,sd,B
And my pet peeve with magazines is all the little cards inside. And the cardboard pages,sd,B
Yeah.,b,A
"I mean, they become well known.",sv,A
Bye-bye.,fc,A
"they must have a special source for getting them because even at the Farmer's Market, uh,  you can't find them like that",sd,A
"this was before I lost a lot more of my family,",sd,A
"I get up just barely in time to get up, get ready and get off to work",sd,B
"it really isn't, because now you can get like five year financing on them",sv,B
I didn't hear.,sd,B
That's true.,sv,B
Uh-huh.,b,B
Oldsmobiles.,b^m,A
it's nice.,sv,B
Yeah.,b,B
and I know the staff very well.,sd,A
"course, there are mountains,",sd,A
"Has to be in sight so that, uh, you know, that you're not, uh, a menace or a problem to individuals.",sd,B
"And we went to the,",sd,B
but he did not want to be in a swim factory.,sd,B
"I don't see the, the Panama Canal that hasn't had a whole lot of usefulness to us recently since it's not, not really big enough to, uh, accommodate the, the shipping that it once did",sv,A
"but it's,",%,B
Uh-huh.,b,B
uh-huh.,ny,B
I think we should just leave them alone.,sv,A
Yeah.,b,A
"Oh really,",bh,A
"So, you know, the four days before, they only have a four day week",sd,B
"it's always ran just fine, the clock and stuff.",sd,A
Hm.,%,B
"if it's,",%,B
"Well, he's from here.",sd,A
"and, so, uh, news stations always tell the story from a certain angle",sv,A
Yeah.,b,A
that's good,sv,A
Sure.,b,A
"so she would uh, neuter them give them all their shots",sd,A
I knew that they were taken care of,sd,A
"but we did break down and put a C D player in it,",sd,B
"let's see, they had his they had something like his birth date, the street address,",sd,B
"Uh, I got a whole bunch of bulbs along with this stuff,",sd,A
Uh-huh.,b,B
"And, so my husband and I loaded bricks in his,  pickup truck for days.",sd,A
Uh-huh.,b,A
"Oh. Trying to figure out what all that was about, huh?",qy,A
